l0x,l0y,l0z,l1x,l1y,l1z,l2x,l2y,l2z,l3x,l3y,l3z,l4x,l4y,l4z,l5x,l5y,l5z,l6x,l6y,l6z,l7x,l7y,l7z,l8x,l8y,l8z,l9x,l9y,l9z,l10x,l10y,l10z,l11x,l11y,l11z,l12x,l12y,l12z,l13x,l13y,l13z,l14x,l14y,l14z,l15x,l15y,l15z,l16x,l16y,l16z,l17x,l17y,l17z,l18x,l18y,l18z,l19x,l19y,l19z,l20x,l20y,l20z,label
0.0,0.0,0.0,0.13282582,-0.09321228,0.004909674,0.24304906,-0.22797233,-0.01183593,0.34486547,-0.2938132,-0.044955127,0.431345,-0.33446205,-0.0747605,0.14509457,-0.46576053,0.02399252,0.23963322,-0.52321064,-0.034758773,0.3132429,-0.444157,-0.0824043,0.36162126,-0.3638927,-0.108798884,0.12583543,-0.49585974,-0.020927262,0.18514895,-0.6945761,-0.055483717,0.24183169,-0.836266,-0.087007105,0.27715403,-0.9544029,-0.11090838,0.093703166,-0.47904992,-0.076363176,0.09034216,-0.7047077,-0.11810746,0.099874094,-0.8521645,-0.1544861,0.10432996,-0.9754204,-0.17972235,0.06566505,-0.4231172,-0.1334632,0.01642668,-0.5700424,-0.17435345,-0.022828724,-0.683514,-0.19409114,-0.054325603,-0.7857306,-0.20766649,D
0.0,0.0,0.0,0.12800206,-0.08079263,-0.008695317,0.24432923,-0.19397807,-0.033191867,0.34446022,-0.25240657,-0.0717651,0.4304434,-0.28201178,-0.10763931,0.16109489,-0.44178125,0.010204133,0.25924414,-0.47643533,-0.05549756,0.3357907,-0.40236834,-0.10930139,0.38961813,-0.33176354,-0.13854249,0.13156538,-0.4903845,-0.030285677,0.2006443,-0.67325515,-0.06816554,0.2603027,-0.8079163,-0.09818685,0.30140197,-0.92567366,-0.11864797,0.08340628,-0.4903432,-0.08225616,0.08405849,-0.7121394,-0.1277899,0.09739075,-0.85673827,-0.1615496,0.11062526,-0.97716767,-0.1813984,0.032786246,-0.43963572,-0.13710684,-0.028076176,-0.59413034,-0.17768314,-0.06643978,-0.7104955,-0.19297084,-0.09324174,-0.81346875,-0.20099264,D
0.0,0.0,0.0,0.1318463,-0.09578992,0.014393787,0.23252007,-0.24715713,0.0031070192,0.33366665,-0.32135978,-0.023714561,0.4252471,-0.36069596,-0.049385414,0.1216136,-0.4608701,0.014511054,0.19464487,-0.6130065,-0.030731624,0.2630267,-0.59943587,-0.0688483,0.3175871,-0.57088196,-0.094432496,0.10258052,-0.47110564,-0.031466905,0.15274985,-0.7021764,-0.06851587,0.21661697,-0.8451008,-0.10605936,0.25865144,-0.9544723,-0.13425206,0.08721269,-0.44081628,-0.08324282,0.09805649,-0.6916957,-0.12689894,0.120662265,-0.8430208,-0.17105295,0.13259785,-0.9701559,-0.20301609,0.088325806,-0.38128135,-0.13411124,0.07767256,-0.534322,-0.17890438,0.05303229,-0.641559,-0.20753568,0.02302317,-0.73994744,-0.22843595,D
0.0,0.0,0.0,0.13538374,-0.117911704,0.035817064,0.21864167,-0.26760164,0.03287792,0.30468026,-0.340919,0.013417911,0.3992555,-0.3804804,-0.008170272,0.08073096,-0.46090692,0.013654167,0.16414997,-0.66879845,-0.018664088,0.22319634,-0.77091324,-0.039513007,0.27887264,-0.8295538,-0.057374287,0.060603034,-0.4567246,-0.039260566,0.13516334,-0.7059341,-0.083024986,0.20263495,-0.8498726,-0.11364715,0.25626832,-0.9574645,-0.13262089,0.06700131,-0.4108976,-0.09249837,0.10808081,-0.68888086,-0.1399335,0.13441221,-0.8368656,-0.17615432,0.15100817,-0.9637547,-0.20087044,0.10324091,-0.3456044,-0.14189278,0.1075885,-0.50680435,-0.19596764,0.090166464,-0.6190894,-0.22929628,0.06772423,-0.72575456,-0.25100648,D
0.0,0.0,0.0,0.13065118,-0.09294555,0.0062936833,0.23695482,-0.22971602,-0.005365899,0.33018926,-0.30118582,-0.031998146,0.41499215,-0.3387588,-0.056089647,0.14202385,-0.46713808,0.025958875,0.23850147,-0.5293164,-0.034579273,0.31582198,-0.4563545,-0.087048635,0.36987734,-0.37654915,-0.11643955,0.1215171,-0.49763077,-0.017265223,0.18056603,-0.6951713,-0.051296495,0.24486707,-0.83176404,-0.08555886,0.28920418,-0.93720716,-0.11141357,0.089030646,-0.47976646,-0.07070187,0.09194471,-0.70165044,-0.110703655,0.11378338,-0.8522662,-0.15158916,0.13113952,-0.974802,-0.18045291,0.06121898,-0.4221333,-0.1254064,0.014718947,-0.56412417,-0.16404535,-0.0214957,-0.67610776,-0.18547578,-0.051150005,-0.77600473,-0.20085308,D
0.0,0.0,0.0,0.13279891,-0.092341125,0.014531094,0.2418152,-0.20912851,-0.00014789662,0.33295968,-0.2604846,-0.03182557,0.4060111,-0.3078936,-0.059364937,0.14713354,-0.48362926,0.030393086,0.2507675,-0.55273134,-0.04112792,0.32201245,-0.4553071,-0.0992873,0.36240023,-0.34158757,-0.12728736,0.12363791,-0.5122504,-0.017713048,0.16781531,-0.72205997,-0.057892036,0.24217065,-0.83954114,-0.09392709,0.30066618,-0.91637415,-0.11871692,0.08827612,-0.4921617,-0.07631487,0.07481107,-0.72313744,-0.11884878,0.09820958,-0.86446124,-0.15913236,0.123555966,-0.97476196,-0.18593791,0.06353284,-0.427793,-0.13552462,-0.004766058,-0.57438064,-0.17565934,-0.04426198,-0.69001377,-0.19729392,-0.072978914,-0.79283905,-0.2110196,D
0.0,0.0,0.0,0.12056208,-0.07498013,-0.03278475,0.23031716,-0.1666525,-0.06684949,0.32654014,-0.22261001,-0.10610259,0.38791305,-0.2934283,-0.14170967,0.1359918,-0.43502507,-0.027896538,0.24276166,-0.45776066,-0.10489603,0.3179207,-0.3950837,-0.16479135,0.3645257,-0.32613426,-0.1943431,0.08620636,-0.49182197,-0.054474793,0.1425644,-0.6874449,-0.10296007,0.2078632,-0.8174755,-0.1348529,0.25926962,-0.92825663,-0.15268946,0.022759072,-0.49037132,-0.092735,0.014672122,-0.70592713,-0.15218599,0.025169037,-0.852699,-0.19099721,0.039167263,-0.97720623,-0.20864785,-0.03772315,-0.43238991,-0.13347863,-0.117574625,-0.5777806,-0.186237,-0.17023616,-0.6788802,-0.20313075,-0.21139884,-0.773525,-0.20728727,D
0.0,0.0,0.0,0.1274752,-0.102558136,0.011162022,0.22895542,-0.23831505,-0.003941424,0.32385525,-0.30616283,-0.03444682,0.40128696,-0.35920393,-0.06279851,0.12291932,-0.46717018,0.01727168,0.23767899,-0.5258372,-0.050132856,0.31963456,-0.45961893,-0.104757,0.37724566,-0.38054514,-0.13526425,0.10055499,-0.49344254,-0.03193885,0.14494136,-0.7056166,-0.07553611,0.2103056,-0.8430189,-0.11131338,0.26051897,-0.94475764,-0.1365413,0.07147163,-0.46461245,-0.09064097,0.05454834,-0.6971517,-0.14144564,0.071852535,-0.846687,-0.18447496,0.09167682,-0.9726267,-0.21352434,0.057486184,-0.393373,-0.14937037,-0.0022204646,-0.5224866,-0.20044552,-0.046350237,-0.62745756,-0.22735679,-0.08147019,-0.7251302,-0.24555676,D
0.0,0.0,0.0,0.12104508,-0.080351464,-0.0151307145,0.23208761,-0.17991866,-0.045190778,0.3303105,-0.22967073,-0.08460489,0.39406452,-0.29863656,-0.121571526,0.14787886,-0.4469421,-0.011334126,0.25736913,-0.47588813,-0.08267522,0.32880613,-0.41383964,-0.13846871,0.3713521,-0.33831075,-0.16624075,0.10690622,-0.4941746,-0.047685593,0.16369031,-0.6985822,-0.09340673,0.23505479,-0.82093,-0.124676526,0.29324123,-0.91675454,-0.1423417,0.05077207,-0.48418063,-0.09449418,0.048548356,-0.7080976,-0.1485424,0.0718497,-0.85300404,-0.18744655,0.09913355,-0.9731657,-0.20765655,0.0014807027,-0.42120862,-0.14266819,-0.076633394,-0.56917685,-0.19420898,-0.12276149,-0.6789847,-0.21416867,-0.15764722,-0.78110516,-0.22217327,D
0.0,0.0,0.0,0.120142095,-0.06384424,-0.031856555,0.23552981,-0.14749116,-0.066520624,0.33805403,-0.19282886,-0.10560144,0.3974925,-0.2646349,-0.1405083,0.15324444,-0.42786157,-0.03081049,0.26378226,-0.44914445,-0.10585653,0.33267516,-0.38133314,-0.16476442,0.3712422,-0.30347526,-0.19423048,0.1084068,-0.48559606,-0.056662556,0.17408746,-0.6803791,-0.104306035,0.24922754,-0.80047995,-0.13818748,0.3108488,-0.89674884,-0.15846515,0.045902975,-0.48851702,-0.093514845,0.052337278,-0.7103671,-0.15068083,0.07855705,-0.85250336,-0.19327684,0.10897091,-0.97036844,-0.21566263,-0.013672779,-0.43617222,-0.13246389,-0.08869821,-0.58326626,-0.18499237,-0.13596112,-0.6871051,-0.20560439,-0.17069227,-0.78531086,-0.21392594,D
